review,rating,date
bekum bisa menjangkau semua area ada kalanya g ada driver yg nerima orderan,3,2023-03-07
lebih cepat temuin driver makan dan penumpang,4,2023-01-29
aplikasi memuakan kapitalis saya pesan gofood tapi ada biaya lainnya dan biaya itu untuk tidak ada untuk biaya operasional driver parkir dll gojek tolong diubah kalau tidak saya tidak akan mau pakai app ini lagi,1,2023-01-29
saya kasih bintang 1 soalnya gojek sekarang banyak biaya tambahan dll contoh biaya pesanan aja bisa smp 10rb coba tinjau ulang apa ga terlalu gede biaya pesanan segtu1000 aja sebenarnya perorder udah cukup di kalih brp order lumayanjangan rakus kasihan driver dampaknya sepi males order customer kaya saya,1,2023-02-02
di wilayah purbalingga jawa tengah susah banget dapet driver  bukan karna jam sibuk tapi emng drivernya ga ada  setiap kali pesan pasti ga ada,1,2023-09-04
sulit mencari driver,2,2023-09-03
ni gimana sih gojek jogja kok gak ada yg operasipesen go food di cancel mulu ama drivernyasusah skrg pesan makan,2,2023-02-24
drivernya jujur2 pokonya the best,5,2023-02-24
tolong dong sistem nya d perbaikin lagi klo order goride tuh jgn yg jauh dapet driver nya orang yg deket aja banyak driver nya,2,2023-02-02
cari driver mobil susah pol,2,2023-02-02
makin parah it nya gambar motor driver hanya sedikit padahal yang online banyak note nya ada 3 driver di dekat anda padahal nya mah yang di dekat saya banyak driver yang online it noooob ,2,2023-02-02
dapet driver gak pernah deket dengan custamer  cari driver juga lama hadeh gimana ini pelayanannya semoga yang bales bukan robot,1,2023-03-12
sopan dan santun drivernya,5,2023-02-03
biaya layanan mu makin ngga masuk akal jek kasian para driver yang panas panasan nah elu tinggal duduk manis dapet gaji,1,2023-02-03
driver oke punya ,5,2023-02-03
kenapa no plat kendaraan driver berbeda dengan yg terdaftar di applikasi bahkan merk dan type kendaraan juga berbeda apakah tidak ada pengecekan berkala dari official gojek ini sangat berbahaya bagi keamanan dan kenyamanan customer,2,2023-04-08
gimana sih knp udh dapet driver malah di cancel sama driver udh gtu berkurang lagi gopay nya udh gtu naik lagi hargany mauny apa sih,1,2023-02-02
dulu saya kasih bintang 5sekarang kayak nya gak dehuntuk goride padahal pas kida dapet dtiver nya sudah jelas dong berapa menit itu driver sampe4 menitalhasil sampe 28 menitsering banget driver yang gak pernah respon di chat beberapa menit nunggu cancelmakin jelek banget ini gojekuntuk gofood saya hampir setiap hari beli makan pakai gofoodke 1unttuk missi udah capai target tau2 missi berakhirdiskon juga makin hari makin ngilang malah dapet potongan 1 ribu paraahhh jelekkkk gojek,1,2023-02-24
ada yang driver yang terlihat lebih dekat di kasih yang jauh pinteeerrrr banget angell heran ama gojek nunggu jemputan sampai 1 jam gara2 dikasih driver jauh,1,2023-04-20
lokasi eror driver sudah sampai di map masih dalam perjalanan,1,2023-02-01
udah bagus sih menurut aku kurangnya dititik penjemputan yang selalu ngak tepat padahal udah dirinciin alamatnya tapi driver selalu kesasar kan jadi saya yang kena omel v,4,2023-02-01
driver nya ramah,5,2023-02-01
banyak driver deket tapi dikasih yg jauh terus,1,2023-04-10
dear gojek mohon dibantu untuk di perbaiki terkait mpas nya hari saya titik koordinasi di rmh saya utk penjemputan namun tiba2 gesernya sangat jauh sekali kalo geser 10  20 meter saya bisa kluar tapi ampe 500 meter itu sangat jauh dan kasihan sama drivernya yg pada akhirnya tlp2 utk mencari jalur alamat yg benar,5,2023-02-02
drivernya ngaco semua masak tiap aku pesen alesannya kejauhan mulu gimana sihh kalo gitu kenapa diterima makin nambah waktu aja,1,2023-02-01
hp ketinggalan di gocar tpi pihak driver ternyata ngejoki bukan akun asli dan pihak driver tidak mengakui pihak gojek tidak ada pertanggung jawaban sama sekali kecewa bgt pake apk gojek yang sistemnya gak jelas sama sekali dan keamanannya mines banget,1,2023-02-02
kenapa ya makin lama makin susah nyari drivernyatunggu sisa 1menit baru dapat gojeknyadulu ga separah ini selalu cepat dapat drivernya ditambah lagi maps nya selalu gak akurat,1,2023-02-25
gercep drivernya,5,2023-04-19
driver ramah,5,2023-02-02
perbaiki sistem blastkasian driver jemputnya jauhkasih insentif driver biar semangat drivernya,5,2023-02-13
top dech drivernya,5,2023-02-09
alhamdulilah pulang malam dapat driver yg apik pelayanannya,5,2023-02-13
promo vocer alfamartnya gk merata untuk semua driver pilih pilih kasih lebih baik sya hapus,4,2023-02-09
aplikasinya sangat bagus bisa pesen go food dan driver dengan cepat sekali,5,2023-02-09
aplikasi apaan ini butuh cepatbanyak driver mangkal di depanmalah dapat nya yang super jauhedannnnpesen gofood pas di waktu hujan tarif semakin naik tidak mendapat driver2begitu dapat driversaya kasihan lalu iseng2 tanya dapat nya hanya rp 7200edaaannnnnnlha saya bayar mahal td buat apa tidak masuk ke driver nya,1,2023-02-13
susah dapat driver padahal rame tapi 3045 menit buat driver resto,1,2023-02-13
aplikasi bagus driver mantap jemput antar tepat waktu,5,2023-02-13
tolong di upgrade agar bisa chat resto biar mudah ubah pesanan request dll ini ribet bgt kadang driver ga angkat telfon dan ga bales chat,2,2023-12-10
biaya trnsportasi lumayan murah dibanding yg lain driver nya juga cpt sm ramah,5,2023-02-10
drivernya sangat ramah,5,2023-02-09
tolong buat pihak ojek kalo ada driver yang emang kurang tau tempat bisa nanya ke pelanggan nya jangan asal ambil terus ga sesuai dengan yang di tuju terus minta uang tambahan bukan harga yang tertera dan buat lokasi juga tolong di perbarui saya mau ke tujuan mana malah di anterin ke mana  lagi kejadin driver kurang bagus dalam hal bekerja,1,2023-05-06
sangat membantu dan selalu bagus drivernya dalam melayani,5,2023-02-09
penjemputan cepetdriver sopan dn ramahmakasih gojek,5,2023-05-06
driver gojek motor supra x no pol b 3761 trw tidak ada atitudnya tanya alamat ko bentak2 kejadian di jln raya tengah kp gedong pasar rebo jam 1030 wib kronologi driver tanya alamat kepada org di pinggir jalan dan orang tsb tidak tau kok malah bentak2 tolong ditertibkan,1,2023-02-09
saya sering pakai gojek untuk kirim2 barang  sangat membantu dalam kelancaran jualan saya tp hari ini saya sangat kecewa karena 3x order semua drivernya malah membatalkan orderan tanpa sebab yg jelas  tolong pihak gojek lebih selektif dalam merekrut driver  agar tidak mengecewakan pelanggan,1,2023-05-06
beberapa kali kecewa sama drivernya dari pelayanannya kurang ngenakin,3,2023-02-08
driver gojek kasar banget  udah hujan ngasih jas hujan ditanya baik2 malah dijudesin udh gtu minta cancel tapi mau di bayar kecewa sama gojek driver nya gak rama sama costumer,2,2023-11-16
drivernya ramah,5,2023-02-08
update gak malah bagus malah njancuk i kabeh di atur kabeh kongkon mbayar rumangsane driver ki kakean duwek ta gojek update oleh duwet teko order oleh duwet tambah biaya jasa barang saiki teko update koen wes oleh duwet lha lapo saiki mbok limpahno ndek driver jane seng nggawe aplikasi ki sek menungso kan lak trae koen menungso koen pasti ngerti resiko ndk ndalan malah suwi kok malah njancuk i,1,2023-02-14
driver ramah,5,2023-02-09
tolong bug lebih di bersih kan biar kami driver bisa dapat orderan tanpa kendala,5,2023-02-14
saya sebagai driver makin kesini kenapa orderan sepipadahal tidak pernah cancel orderantiap hari di kasih paling banyak 3 orderantolong untuk gojek di perbaiki sistemnyajngn seperti itu kami juga butuh makanbeli bensin dan menafkahi keluarga,1,2023-02-09
makin lama makin parahpadahal bnyk driver tapi mencari driver 8 menit,1,2023-02-09
tolong perbaiki sistem peta nya kurang akurat kasian drivernya,3,2023-02-14
makanan saya belum diantar tapi pesanan sudah di selesaikan saya belum menerima makanan saya sama sekali dan driver tdk bs di hubungi,1,2023-02-14
buka aplikasi loading lama penggunaan memory besar promonya nanggung2 beberapa driver php di pick up pas sudah mau sampai di cancel sendiri sebelum puasa mau order malah ga bisa auto pakai aplikasi kuning yg levih murce dan gercep drivernya bye ijo,2,2023-03-30
up kasian driver ny,1,2023-02-14
setiap pesan padahal di sekitar bnyak gojek tp kenapa selalu dapat yg jauh jek gojek buat perjalan yg ingin cepat jadi lambat gara nunggu driver kejauhan,2,2023-02-13
punya driver pada ga niat kerja,2,2023-02-12
aplikasi yang bermanfaatmohon kesejateraan driver di tinggkatkan jasa dr management di gojek dikurangidialihkan  nya ke jasa driver nya,5,2023-02-10
driver yang asik untuk ngobrol,5,2023-02-10
driver sopan dan cepat sampai,5,2023-02-11
buat driver teliti keterangan di lokasi jemput biar ga nanya2 lagisudah dikasih note yg super jelas masih nanya perlu training lanjutan rupanya khusus ttg lokasi jemput,5,2023-02-11
cepat dan drivernya ramah ,5,2023-02-10
bintang 2 buat aplikasi catatan penting untuk konsumen gojek ada pepatah jadul konsumenpelanggan adalah raja fakta nya ini adalah pepatah kuno kalau anda sebagai konsumen atau pelanggan gojek apapun kebutuhan anda dan masih beranggapan sesuai dengan pepatah ini jangan order gojek karena apa raja tidak pernah order gojek m a l u gojek bukan untuk r a j a mohon hargai driver sebagai manusia janganlah sembarang kasih rating bintang 123,2,2023-02-11
driver banyak menolak dan bersikap tidak sopan saat di chat saya kapok menggunakan aplikasi gojek,1,2023-02-11
bisa bisanya ada driver langsung batalin pesanan pas udah nunggu lama gak jelas semena mena banget,1,2023-03-26
go send sungguh menyusahkan udah 2 hari lebih barang ngga ada kejelasan coba tambah lagi driver nya yg baru,1,2023-02-10
saya pengguna lama gojek dan saya kecewa banget driver mengeluh pembayaran aplikasinya hanya 5000 padahal sy bayar di aplikasi 14000 kasihan saya sama driver gojeknya aplikasi kok menyengsarakan para drivernya sih dan saya pindah ke aplikasi sebelah karena hal ini kalian yg baca komen ini pindah aja ke aplikasi lain kasihan driver gojek di bayar cuma 5000 padahal kita bayar banyak ke aplikasi,1,2023-12-21
entah kenapa saya merasa semakin lama sistemnya tambah gag jelas saya sebagai driver tiap hari cuma di kasik 12 orderan padahal sudah ngikuti apa yg seharusnya di lakukan driver agar bisa gacor klo gini terus mau mkn apa keluarga saya yg di rumah mohon di perbaiki lg sistemnya biar akun yg gagu dikasih kesempatan gacor kedepannya terima kasih,1,2023-02-12
orderan pilih kasih  gadikasih kesempatan buat driver baru,5,2023-03-23
sangat susah untuk mendapatkan driver di waktu malam apalagi pas lagi laper,1,2023-02-12
sampai saat ini order gocar berjadwal nya masih sesuai jadwal namun ada rasa khawatir utk jadwal pesan berangkat antara jam 100  400 krn info dari driver mereka baru dpt notifikasi utk pick up penumpang mendekati jadwal yg di pesan sementara penumpang sdh pesan jauh2 hari sesuai jadwal sehingga khawatir akan tdk sesuai jam yg dipesan terutama tujuan bandarabisa ketinggalan pesawat nanti tolong lebih di prioritas kan yg berjadwal krn konsumen bayar lebih utk itutks,4,2023-02-12
aplikasi yg tidak memanusiakan drivernya sistem komunis,1,2023-02-10
selama ini driver nya baik n cakep ,5,2023-02-10
cepat dan ramah drivernya,5,2023-02-12
tepat waktu ramah drivernya,5,2023-02-10
kadang tidak ada notif chat dari driver,5,2023-02-12
akurasi titik map tujuan untuk pemesanan diaplikasi khususnya untuk go food sangat mengecewakan sekali kasian drivernya tiba tujuan tapi sangat melenceng sangat jauh apalagi sekarang harga2nya jadi sangat mahal untuk kategori menengah jadi lebih baik pesan datang langsung ke restonya makasi,1,2023-02-10
drivernya jangan yg jauh dunk min kasian driver nya,4,2023-02-12
tingkat akurasi peta sangat buruk sekali seringkali leg padahal koneksi bagus drivernya pada jauh dan terutama biaya bungkus makanan biaya aplikasi dllnya itu loh yang sudah hampir segarga ongkir jadi berasa 2x lipat ongkirnya kalo sekarang memang pernainannya cantik banget nih aplikator,1,2023-02-12
aplikasi nya sudah bagus hanya saja terkadang menemui yang dimana saya bayar dengan gopay coinstrs malah gk ramah entah mungkin jadinya diantar gratis atau gimana gt makanya gk ramah mungkin pihak gojek kasih bonus lagi lah ke driver biar semangat,3,2023-02-12
mantap aplikasinya tapi sayangnya terlalu lama cari driver mungkin bisa diperbaiki,5,2023-02-12
pelayanan driver terhadap pelanggan seenaknya saja,1,2023-05-14
sistem nya parah menguntungkan cs selalumasa yang cancel cs alasan jemput jauh dan memang karena titk jemput jauh tapi driver kena imbas juga,1,2023-02-07
go jek tidak melindungi hak pengguna ketika dapat driver yang resek labil tanpa chatt apapun terus dicancel gtu aja ga mau nunggu sebentar anehnya laporan ditolak apakah laporan ini dibaca manusia atau cuman ai percuma pake go jek ribet ga jelas,1,2023-02-08
daftar jadi drivernya kok di komunitas bisa langsung jadi dan di minta sejumlah uang untuk pendaftarannya  tp kalo daftar langsung di aplikasinyanya pendaftaran sedang tutup  tolong berantas tuh calo yang ada di kantor dan di komunitas drivernya ,1,2023-05-14
"saat2 tertentu hujan mendung entah itu krn sinyalapa app gojek jd 
tidak stabil pd saat order jaringan padaterror dan saat dpt driver 
sering jd doubletriple order secara otomatis tolong lebih diperhatikan 
hal ini overall lainnya ok",5,2023-02-07
drivernya galak,1,2023-02-08
ongkos terlalu besar beban customervoucher juga semakin sedikit yg keluar kasihan driver jarak jemput terlalu jauh dapat orderanya,2,2023-03-19
buat gojek tolong segera perbaiki sistem setiap mau order kadang susah dapat driverpadahal di sekitar saya banyak driver yg mangkalkadang di aplikasi nya juga tidak muncul drivermalah kadang dapatnya driver jauh dr saya padahal kadang saya pengen cepatterimakasih,3,2023-02-07
ko makin di update makin ga ke deteksi drivernya pada ilang ga ada kerumunan driver gimana sih,4,2023-02-07
gojejk sangat membantu harga terjangkau driver bagus pelayanan cepat dan memuaskan,5,2023-05-12
aplikasinya oke drivernya bagus cuman sering susah cari drivernya saat cuacanya hujansemoga diperbaiki lg kedepannya,5,2023-05-11
aplikasi anak bangsattttt mendingan grab atau indriver dah,1,2023-02-16
semoga pt gojek  driver nya sukses selalu,5,2023-05-12
drivernya sopan,5,2023-02-08
asli gue udah bertahun tahun pake gojek baru kali ini driver ga ramah bikin ribut sumpah ngga nyaman banget lain kali tolong ajarin etika buat mas gojeknya aku kapok banget pake gojek kalo gini,1,2023-02-15
driver baik ramah sopan,5,2023-02-06
bintang 2 nih perbaiki keakuratan maps nya pemesan nya dimana maps yang ditampilkan di luar daerah terkadang di depan muka ada drivernya tapi yg dapet driver dari jarak yang sangat jauh ,2,2023-02-08
potongan gede biaya segala macem jadi mahal cari driver lama nya padalah driver banyak di resto makin parah pindah aplikasi lebih baik potongan gede masuk ke driver nya 7200 parah banyak orang2 serakah,1,2023-02-15
pelyanan driver ramah jg tpt wkt,5,2023-02-08
gojek jos drivernya jg ok,5,2023-02-06
dapet driver tapi lebih dari satu jam gak ada kepastian bahkan gojek nya pun gak gantikan driver nya padahal lagi laper banget isune,2,2023-02-06
semoga para driver selalu sehat dan perusahaan menjaga kredibilitas,5,2023-02-18
tampilan driver motor di maps menghilang terkadang customer mau memesan layanan mungkin di anggap tak ada drivernya hingga akhirnya gak jadi lalu pindah ke aplikasi sebelah jangan di remehkan karena itu bisa sangat berdampak buruk walau hanya sebutir pasir namun bisa membutakan mata,5,2023-02-06
skarang di apksi gojeg deiver ga muncul motor driver yah,3,2023-02-06
semua bagus satu yg kurang kadang pesan suka di cancel terus sama drivernya,4,2023-02-08
semoga di gojek sy gak ketemu sm driver yg jutek so far so good pake gojek,5,2023-02-18
sangat mngecewakan order gocar selalu dapat taxi orang beralih ke taxi online karna lebih memilih dan nyaman dengan taxi online dibanding taxi konfensional apa gunanya ada aplikasi ini kalau order gocar yg datang taxi dari segi keramahan dan pelayanan sangat jauh lebih baik driver gocar,3,2023-02-06
